Basin,Month_of_Max,Max_Value
1,Ganges,Nov,96.0674678182656
2,Mekong,Oct,99.9953330066703
3,Irawaddy,Nov,99.9999288952442
4,Luni_ext,Oct,79.2113092763166
5,Indus,Apr,81.8456080442126
6,Amu_Darya,May,72.5307991631667
7,Brahmaputra,Oct,99.9046794305867
8,Syr_Darya,Feb,74.7447443061933
9,Salween,Mar,99.9995854914789
10,Tarim,Apr,71.6133832883326
11,Ili,Oct,70.2289572213326
12,Inner_Tibetan_Plateau,Sep,63.4929609110417
13,Yangtze,Nov,98.1906865262677
14,Inner_Tibetan_Plateau_extended,Oct,73.2853296976809
15,Yellow,Jan,89.0468444740577
16,all_basins,Nov,95.5788487212574
