"","2000","2001","2002","2003","2004","2005"
"Ganges",5.99016874031662,3.24589187294554,3.18352795020509,2.3093972576978,4.03383016478563,6.47983902645412
"Mekong",0.143666018779249,0.305654012385696,0.0614783278201163,0.168910440861866,0.474626780792398,0.15222372293691
"Irawaddy",0.000389692664396555,3.25283459141437e-05,0.000121901425908425,0.00297718069943264,0.00326043642662432,0.000487999786919695
"Luni_ext",7.19576746735503,8.66244607698089,9.72678418104472,8.7050626589569,11.0160354286235,6.72659350300068
"Indus",20.7536194807949,12.6682256129526,15.2962901544969,18.9812980634868,22.946111172108,24.8208721041345
"Amu_Darya",28.5972430466756,42.5321025634601,24.6499936633492,30.8607250703298,21.782125030546,28.5293140885516
"Brahmaputra",2.31477360936535,3.01522595018923,3.73777935173652,1.09806756777283,3.7763756460526,2.17388670727421
"Syr_Darya",15.5887315699351,17.5745077686524,7.63590153133832,11.4474989143219,5.46567047357498,20.3027653030222
"Salween",0.000275910569604527,0.000191257316748483,0.000129719710940036,0.0252109668743075,0.0001266287679547,0.000276864424085234
"Tarim",36.8810997034627,39.2928302728738,34.5950682371949,30.486281463823,29.5163672525158,36.9836933552971
"Ili",9.50485962385794,19.4050279403136,14.0884919400954,18.7507823814753,16.8204237100803,10.5349862826821
"Inner_Tibetan_Plateau",NA,NA,NA,NA,NA,NA
"Yangtze",0.296037234505466,1.36577901378045,0.497103866461947,0.398770958546347,0.624213283717455,0.277965658833723
"Inner_Tibetan_Plateau_extended",22.1391419392557,32.9735172427204,27.709947859763,28.956971677559,23.8351963306766,23.541966123572
"Yellow",9.78398063770411,3.87569388749096,9.96806057207644,9.65120780379408,15.0513873433228,10.9084822448741
"all_basins",5.76420258819022,3.43032940275575,3.56189670369727,4.04854573059516,4.88413808269297,6.98298721692618
