Basin,Month_of_Max,Max_Value
1,Ganges,May,4.73894778848105
2,Mekong,Feb,0.00294043857520467
3,Irawaddy,Feb,6.31778489420681e-15
4,Luni_ext,May,0.891271354309342
5,Indus,Jun,0.540175656479982
6,Amu_Darya,Aug,0.174342496106166
7,Brahmaputra,Mar,0.0652992944296344
8,Syr_Darya,Jan,0.0028303726413244
9,Salween,Jun,9.70205177563335e-21
10,Tarim,May,0.00545709176138954
11,Ili,Jun,1.17103714710952
12,Inner_Tibetan_Plateau,Jun,0.000753669363238661
13,Yangtze,Jul,1.07790738638906
14,Inner_Tibetan_Plateau_extended,Jun,0.15577234191077
15,Yellow,Jul,0.931824623941572
16,all_basins,Jun,7.5854774533993
