Basin,Month_of_Max,Max_Value
1,Ganges,Jun,0.467320955023599
2,Mekong,Jun,9.22682874109173e-05
3,Irawaddy,May,1.97834819225517e-07
4,Luni_ext,Sep,0.0473709904544938
5,Indus,Sep,1.74705292190793
6,Amu_Darya,Aug,0.125317531327472
7,Brahmaputra,Jun,0.00775776252807273
8,Syr_Darya,Aug,0.0299072648378477
9,Salween,Jun,7.58772493429635e-07
10,Tarim,Aug,0.299124518920992
11,Ili,Jul,0.505094461861236
12,Inner_Tibetan_Plateau,Aug,0.00066328223120582
13,Yangtze,Sep,0.0168095364976089
14,Inner_Tibetan_Plateau_extended,Aug,0.061690680558511
15,Yellow,Aug,0.00171838957792372
16,all_basins,Aug,2.62994642433716
