Basin,Month_of_Max,Max_Value
1,Ganges,Nov,94.3002056562846
2,Mekong,Oct,99.9868596750106
3,Irawaddy,Nov,99.9998419693574
4,Luni_ext,Sep,72.7211901139624
5,Indus,Apr,82.5809200942035
6,Amu_Darya,May,76.8236935596301
7,Brahmaputra,Oct,99.7124415915391
8,Syr_Darya,Jul,76.1201579841096
9,Salween,Feb,99.9962873506763
10,Tarim,Apr,72.0821313021177
11,Ili,Oct,71.5546459707414
12,Inner_Tibetan_Plateau,Nov,84.0046430257508
13,Yangtze,Nov,99.2145293359461
14,Inner_Tibetan_Plateau_extended,Oct,70.0194077493301
15,Yellow,Nov,89.5589045294186
16,all_basins,Nov,94.8055533050553
