"","2000-01-01","2000-02-01","2000-03-01","2000-04-01","2000-05-01","2000-06-01","2000-07-01","2000-08-01","2000-09-01","2000-10-01","2000-11-01","2000-12-01","2001-01-01","2001-02-01","2001-03-01","2001-04-01","2001-05-01","2001-06-01","2001-07-01","2001-08-01","2001-09-01","2001-10-01","2001-11-01","2001-12-01","2002-01-01","2002-02-01","2002-03-01","2002-04-01","2002-05-01","2002-06-01","2002-07-01","2002-08-01","2002-09-01","2002-10-01","2002-11-01","2002-12-01","2003-01-01","2003-02-01","2003-03-01","2003-04-01","2003-05-01","2003-06-01","2003-07-01","2003-08-01","2003-09-01","2003-10-01","2003-11-01","2003-12-01","2004-01-01","2004-02-01","2004-03-01","2004-04-01","2004-05-01","2004-06-01","2004-07-01","2004-08-01","2004-09-01","2004-10-01","2004-11-01","2004-12-01","2005-01-01","2005-02-01","2005-03-01","2005-04-01","2005-05-01","2005-06-01","2005-07-01","2005-08-01","2005-09-01","2005-10-01","2005-11-01","2005-12-01"
"Ganges",8.31208215237045,16.8628313555731,32.2022095010906,36.4778111349613,40.2505597016739,37.8134007636734,27.3046529208751,12.0152691916418,7.13594390043504,4.31712415362224,3.00555156056842,5.15686466618625,9.52255466148592,19.5705504849225,30.4816567171866,30.308195904223,34.0473098163173,34.2328190779929,16.4086820392242,8.33256570224471,4.3856218592559,2.90964605972447,2.01509783096642,2.62665889128224,5.6686126538223,18.7177630529818,30.4218433839248,29.686516741149,27.0116241639438,41.7573574289527,29.9129214063516,8.86620567511052,5.56041171064074,3.7312774571192,2.11998945773833,2.68919964062261,5.32684933596591,11.0596878720017,17.1545933724231,23.3500097298663,35.0882790652,18.4835120874473,8.89088970608482,8.14193618357102,4.14233353681665,1.97511617641911,1.56301888524008,1.36039870589986,2.28582298760907,4.70987068171625,6.32804140425655,10.5306207073119,25.2095631002765,16.2843613132356,5.91400560225782,6.19280609845842,5.22314064504435,5.33140520077846,2.61623180195163,4.97972038972895,8.83094415086836,17.3308048152645,25.5827506638517,28.1426912574865,31.0570975141444,35.137279110531,28.0776001484083,12.2998839546337,6.83721327660424,5.318572784052,1.9634156045965,2.78515782946986
"Mekong",4.06220272318662e-08,1.87844268717601e-08,3.69021632265155e-09,2.42463405495988e-09,1.37010546877427e-09,2.33809805713277e-10,1.58182864624981e-10,9.27454451815307e-11,6.19525951459646e-11,2.25383400539258e-11,1.6859854590007e-11,6.29902546511371e-09,1.76775416337296e-08,1.05720914668375e-08,1.195044533124e-06,0.00679188268517944,0.27356208187706,0.214212733556811,0.0348383071305852,0.0087307126798026,0.00228694666604621,8.33533228168195e-05,0.00144296734172762,0.000574279427851913,0.0162037612403787,0.329285042940947,0.0173826054756602,0.00828604184143372,0.00532164036948007,0.0209012498771721,0.374543364293434,0.0691817872390908,0.0121067874514819,0.00110792405087079,0.00183211695520735,0.000412997217911029,0.455111335829154,0.78390732520701,0.0601819087669185,0.0212869947316095,0.00687716780576093,0.00121244981088217,0.001213127433083,0.000164770372811412,6.45882001886775e-05,1.85556937479522e-06,3.41382293873926e-05,8.90587254519224e-06,9.38233005461412e-06,1.70519070479243e-05,3.46016981510589e-06,4.62364967445529e-06,4.47816866432757e-08,1.18147505938668e-08,4.09341850197986e-08,1.56216018293552e-09,1.76314471406228e-09,1.04008357202409e-09,1.29878508973458e-09,4.42198394206682e-09,1.21585139607487e-08,8.74600003658845e-09,2.48262487257463e-09,2.50430255440913e-09,8.55178819184009e-10,2.39445662586803e-10,1.62244150340485e-10,1.03738038281188e-10,9.27514759657658e-11,2.28502056274945e-11,9.16989070408855e-12,1.54619589191859e-09
"Irawaddy",1.1883990562793e-15,1.47945332890348e-12,4.62283578457853e-12,2.78499477244369e-12,2.60126893687007e-13,1.07838743441382e-15,3.80608626179091e-12,1.37826997887367e-12,0,0,4.56544508731511e-15,8.50629292611432e-15,6.38063571295564e-15,1.4204917634762e-12,8.35336863586606e-13,1.01755887079804e-12,5.96093005510556e-13,1.64887315031254e-16,1.50531854760014e-15,0,0,0,3.94940381830312e-16,7.13004721323744e-16,5.51594296303592e-16,1.44818699811252e-12,5.29027464289212e-13,7.95406335406999e-13,3.03289587271334e-13,9.40108190450486e-17,1.67418913149789e-15,9.79695121415604e-17,3.38336468966265e-16,0,2.42865483456463e-16,4.60963023001462e-16,1.59742429928378e-13,5.94061023043173e-13,2.90889466771847e-13,4.62658522529296e-13,4.79255331462005e-14,2.5056066033216e-19,4.10455359463762e-13,1.55906150866171e-13,4.68769412032007e-14,0,6.00732711060687e-16,1.38957161396121e-15,1.0186036420827e-15,4.68237489973204e-14,7.14072757512996e-14,5.1537036924035e-14,7.02102894552213e-15,2.3406171281462e-17,6.73410167961506e-16,5.14190440643201e-18,0,NA,4.91977140005045e-17,1.06795665110679e-16,8.66547713032682e-17,1.08711856015731e-13,9.3850079644916e-13,5.42378074235317e-13,1.93438236337367e-13,1.45478184983133e-18,1.13998908905455e-15,5.19074104597972e-19,0,0,9.20359065113088e-17,2.41655131256648e-16
"Luni_ext",41.776109675077,43.1435874330853,38.4833500005087,39.9462081621984,57.2986273756525,53.0936357695814,37.1495905010147,33.8503719867198,32.9885227972434,22.5415314244071,37.2590047211239,34.1444639286783,40.9005526688979,42.780691394484,40.2631652126107,43.597344240568,57.4885002544127,49.513587587669,23.2754884936359,9.99196154893198,4.61725776670181,7.54892915547871,15.5368723319485,15.1597243795318,35.0103146120446,41.0557782619919,36.0381023980926,34.054860533276,37.5451172056099,40.2156581267446,19.4974232621729,8.70130045473963,5.81573091520565,3.68052106836201,8.41522557564643,7.71516677127182,30.8249214957011,37.7475652316093,26.9073221113567,27.2648836009936,52.9537874250883,44.4781368034055,6.39624757495141,11.4530019965532,6.37200483460801,5.27227142914424,10.6848437260083,4.51964994622415,14.4202124050006,15.4134139052968,16.3766050196895,19.42878524081,44.4477194474945,38.5356759593724,12.7213221462256,9.90436310005244,8.12657363375569,10.6160572508411,26.3946121841336,23.0393870604328,32.4020999239198,39.9833044977428,38.0848342773305,34.8282022750184,52.4266728610854,46.5605349436533,31.0915968964052,18.1514523518139,10.9418253209335,19.1981001945623,29.8054170196147,24.1172012397864
"Indus",3.5448147376036,8.97655141548606,4.53468678110874,5.59660362447667,7.1709253190556,8.01603338049885,5.4941678379799,1.95542091969374,1.32536471136739,1.0290576302181,3.12816222126487,4.61767912195358,6.71767067111121,10.120625277968,5.38144315359551,2.81351842603682,2.78606915753258,3.68365559972939,2.46500175944918,1.26969468984767,0.754380498189837,0.752465969618065,2.93768472696674,4.93699649423354,3.70379783971212,4.38687797320534,3.89274809738511,2.86396557253001,2.65035497895913,4.24864997509462,3.37338543567368,1.22907403044641,0.629300381556372,0.459011770881849,2.89951452561642,2.90443134102408,2.39296115863914,2.35631172602512,1.48670702193,1.33491509900902,1.81551543345812,2.1228793859149,1.37423034611711,1.11161003759235,0.81523047341595,0.856671481222554,1.31474300201587,1.19310150990276,1.06016547834091,1.92189893162651,0.988306668317851,0.549596906979258,0.86143595571247,0.873670253385024,0.803385432743383,0.380563079730819,0.480618027495274,0.552159310473526,2.75680541094508,3.74060531452015,3.58038947173606,8.31790360924338,4.41813879028397,3.22719661434814,3.87496911517619,2.39388573041328,2.4276350874779,1.0798083531452,0.847401123029247,0.936474996542673,1.70347358075597,0.770783174121672
"Amu_Darya",9.3143951678649,34.4456680850152,0.642444080810062,0.834715041085302,2.42965879384775,3.93009954870981,9.60814058759866,14.5577733535838,14.143884420625,15.167885217959,17.395173343746,8.28980747934591,12.1866808045576,2.6025447081858,0.659750638321165,0.40426278988242,1.66464536427121,2.95077961226044,5.2387855027093,10.1073226644049,10.4050592686539,8.18612149282667,10.6858862325892,23.592433887401,7.7695624678322,8.76236228672773,0.375345844670092,1.01771181310919,3.10685510218909,4.74932745587775,8.11507999160747,11.8645793471755,12.9953528817567,9.10025059602532,11.0209212466718,26.3747854281104,9.33642734590545,7.77313409379958,2.95134555760112,1.87096688133741,3.55945978473391,8.23056588172987,15.2701111328448,16.640776661341,19.1734731144884,22.4189324756295,24.1962142307401,31.3854300630553,14.0025295710892,23.8283335783745,3.73241966317832,0.922102561422075,5.25724055513903,4.67681405638209,8.18837689157138,13.8934398462462,13.8708547839996,12.5417969027653,18.873021270717,10.330749131796,9.48923871508967,8.64489068130459,1.02566328555537,0.583033632698337,2.38392659437999,4.63423931057463,7.51345070256546,14.2462942245925,13.5535554293706,10.1182956235704,20.9946694882208,8.31820408813543
"Brahmaputra",0.0547695840402854,0.621589433789436,2.07125411573451,1.5955803912387,0.258288893870905,0.491641539574964,0.124071027518376,0.0415615090109295,0.00423972194486707,0.00376370518854065,0.00739252874044813,0.0357147307520805,0.161068792080113,0.743025919190807,1.56202593569975,1.48687477552312,0.271955187261621,0.221619806036435,0.184301904009763,0.0136303399150876,0.00649686127330037,0.00716239045297435,0.00671119146114943,0.0130347314973292,0.18701459916528,1.19322790348597,3.0620376825112,2.07329943522579,0.401236514008893,0.542899382492497,0.442521278369702,0.0484123526121929,0.0149622120730261,0.0104408005369443,0.0174211270919787,0.00980300743778834,0.00737867168888194,0.0163500300832349,0.336308750567125,0.639109832739132,0.0592663078367265,0.0851109212592646,0.0485821444569359,0.00551437543866645,0.00174831717892194,0.00170423160206111,0.00300102774141692,0.00932327659109682,0.0138377360574264,0.0408861732222473,0.672394562755083,0.443952393742087,0.0564732964047477,0.0236140439818616,0.12026836256646,0.0113259557123601,0.00449517115663834,0.00526731008032152,0.00909878887564273,0.0313863750878384,0.0531913718220992,0.432753070204503,0.782469587520083,0.877438270040199,0.166700328927847,0.322448383878278,0.366056724235505,0.0301739810189886,0.0131270445520031,0.0105576763112903,0.0105581906399776,0.0209345029531948
"Syr_Darya",48.9744711938214,0.0303375345829625,0.0103037688665271,0.0044162116040795,0.00297907779048745,0.0530967937005492,0.0912678595925091,0.062239997592202,0.094637373621874,0.000941744231760054,29.2081517142697,3.88723510421536e-06,43.4682520615868,0.099401398032834,0.0217682247515355,0.00724085472971022,0.31745588938383,0.0308838470996247,0.0514105233767921,0.0605637880873767,0.019482911616052,0.00906675960949424,0.00982745229296188,0.00436819367755496,34.1575071903594,0.228219707240348,0.00478571186242551,0.00526777362411694,0.0042511407017104,0.407575317004184,0.134214636450525,0.0150893069412871,0.124132912595965,0.0109092040369294,0.0321335598856816,0.00184427455786656,29.9097304429645,0.171489066881448,2.66347331514161,0.0333576493715816,0.00879653180204345,0.13713581251693,0.0143715338987997,0.0267390800265061,0.0196242222853052,0.00996292044787789,0.00542806999420154,NA,44.2675053888785,0.0973446995088395,0.906476860662524,0.018399856585409,0.0140962227445591,0.0364387475176202,0.0111367087585487,0.00955603760179471,0.0651812510250009,0.00772156213887207,0.00647549964266179,NA,44.3895416906893,0.0280193942191592,0.0119733806730346,0.00529677253669894,0.0011990197633175,0.15519164849572,0.0480275609233989,0.0726517876198726,0.00113491334132822,0.00829478349609645,3.1977148595602,0.297914094149521
"Salween",1.59465063271017e-20,3.98649886323393e-21,1.21292494045523e-20,4.08677624919183e-23,2.5905001729844e-21,1.76291434653829e-21,9.93101444138082e-33,8.6662809893235e-33,4.50281242059941e-33,4.17194190972518e-33,1.34226662877529e-21,1.06952327344986e-27,6.77609045381748e-22,2.20925244971407e-21,5.3081183309997e-21,7.6278383233358e-22,2.71282806399039e-40,6.83462246381593e-17,4.17439172157402e-17,2.11245116306925e-33,1.01669630145171e-33,1.00542260523624e-33,2.02453435020828e-19,2.79287980607966e-34,2.39194541718524e-19,1.02035604457836e-19,2.16768581673291e-19,9.43764388013929e-20,6.7772671024668e-21,1.16967011677374e-17,6.16711868910166e-18,1.36442332063285e-34,9.03360994538855e-35,8.60507022128714e-35,4.29110253901859e-20,3.17842637686956e-20,6.21382265034539e-20,2.90015101003237e-25,3.32629353558697e-36,4.36660411070425e-23,0,4.46543288230633e-21,8.85922448367723e-37,6.54492745416844e-37,2.52218747810206e-37,NA,2.5597777839196e-22,2.26270059492431e-22,2.82561392795702e-22,1.85225078566445e-22,3.8736651663663e-22,2.04762084202373e-22,5.5767429302879e-36,1.12786307068059e-22,3.7520928667146e-23,1.92089813069364e-24,1.36204284465657e-38,1.74015511696812e-38,4.59469606514645e-24,1.95498048141756e-25,1.62034255514102e-23,2.64188195480849e-24,9.57127740688136e-25,2.70066852994321e-24,2.86468974485196e-25,2.47471287027773e-24,9.11043525789653e-27,2.25586536888458e-39,0,0,1.06078736620701e-24,3.43257819648693e-28
"Tarim",0.000190855903139245,2.10683774402877,5.08613249314096,0.549604083107181,0.411265847802958,0.239227561804015,0.0109005205189125,0.0018194663394986,0.00118303810529043,0.0131314827986642,0.00230056909135175,0.0650164676515134,0.235152359323281,5.53917978961,8.16124686640582,2.7634674835544,1.83709941805638,0.474453936382101,0.0449499520536491,0.0112689206372505,0.00589147631228715,0.038408876117933,0.0021234721092177,0.00308300573236959,0.439881993833792,3.00514698806364,4.44684940084847,0.0406678458986184,0.147032075077442,0.0370180909130177,0.00472225806302544,0.00129058231742248,0.000389770619076337,0.00782153347766792,0.00262817407557338,0.0154704028870388,0.00130639415979002,1.11919993662057,1.82178193806358,1.24980849727696,0.536067095803306,0.200412251639083,0.0150676269776539,0.00300284416060868,0.00168767460649802,0.00290715480445306,0.0109439916242793,0.104420554464618,0.00254131165525348,4.67004377605649,7.95138743099406,1.87335580518556,0.392283093619146,0.110518730649655,0.01022460088896,0.00322941101149303,0.00112946162542856,0.0659712988761887,0.00268537028765118,0.155468218925901,0.000181002789109443,1.31928711852442,5.26973353691327,0.0158774185751713,0.136478836524704,0.0293979144247716,0.00170604611349492,0.000244244125555921,0.000131386496919832,0.0225489490293917,2.17146265084896e-05,0.000285279600862419
"Ili",36.707073456973,17.7925657508584,35.5490748936261,29.8849595576846,38.0466248237026,37.2431955998859,32.2314825267184,34.6472421325211,36.297508926153,10.341293654149,9.35139028510324,10.2151804004283,14.2774168597359,11.6038894223257,26.8284736434853,12.1418422797902,49.2155174137759,49.292498935643,40.3023806690464,34.013242867252,37.1023588655591,6.30377963364766,14.9502339443164,11.3055467307608,31.1599996821009,16.177379344454,26.6483322575558,20.6000287484457,51.7762666662469,48.2619070187036,35.6501651051753,34.5782732289128,34.6036940805234,7.61209866100554,8.43411970329958,12.0492070406169,19.9064578252255,10.4961887264858,18.3759441640265,27.0603541676341,36.0211042107936,39.4090664676714,32.8283070362017,35.0071139671778,36.9029269122228,9.45422809368223,21.6335137224578,46.5952896763989,36.7499513748979,18.5593737809516,35.1209930151329,28.6859298757611,39.8500642404774,41.0761335348195,36.0405631564013,34.6726462994745,36.6049860141031,9.85478700190555,43.3507421478618,49.7931046828379,36.2952131956378,10.2023713362353,40.3986310700022,26.8246383404628,40.7594407411266,44.7043129177605,38.1206019963968,38.3193214467251,39.759778650752,14.1866305965414,43.7623726261581,23.0465840957915
"Inner_Tibetan_Plateau",0,NA,0,NA,2.7139647599221e-05,1.59632005894681e-05,2.56383469995959e-06,7.83889257947581e-07,3.8412340429517e-07,1.01890061399952e-05,NA,0,NA,NA,NA,NA,36.8229421677294,34.1796207412362,8.68635522408106,1.72752229656464,0.595113405424082,10.4919463567406,0,0,NA,NA,NA,NA,0.0818550715257953,0.0628743086519653,0.0133441833911164,0.00304532097667798,0.00104185944069762,0.0287918604771136,NA,0.000256663694813773,NA,NA,NA,NA,4.80925295895597,4.63341397583198,0.958067492253551,0.186872147502145,0.0702084691803267,0.612294271858236,0,0,NA,NA,NA,NA,0.0382583909862116,0.0270541140267005,0.00458220168729747,0.00118027227888755,0.000556464236902093,0.00871493283882213,0,0,0,NA,0,NA,1.46942436909427e-05,1.0030499477968e-05,2.10010498938769e-06,6.19150005321172e-07,2.38838643341639e-07,1.23036868896676e-09,1.67884158970724e-05,0
"Yangtze",0.0278484805447008,0.0286355768192052,0.0486551693473664,0.00184687335890553,0.00242757499776661,0.145910438047152,0.242259092310119,0.111593749518608,0.140271818727648,0.132173404519933,1.36167639850831,1.8334365273722,2.2709821840374,3.19141357229423,2.59919328574896,4.51257391618743,8.21589892266152,7.16170060305777,5.58046661885824,2.8576089342793,1.82974783498816,0.428382750886222,0.582337179611261,0.767565767175005,1.24208056210698,0.938280290503626,1.23497936245001,0.92134262380101,5.14616611410566,6.20992020716344,5.38913067475889,1.87020093136218,0.789392010556556,0.560603565444867,0.604129808780332,0.626292505478878,1.22130722405196,0.717036103197672,1.62426009899381,11.6845342845424,5.03881587812658,10.0094299640728,12.7504306516512,4.13374530725301,2.14870446837811,0.537724077874279,0.0825930604927147,0.053709959647005,0.0599756629240397,0.076839027679038,0.698751258419794,0.0149379523998964,0.428141749798494,0.0771089106117652,0.0658844139757902,0.0181269666290471,0.00376255970162111,0.00846194046451607,0.00549731463057367,0.00355476415844683,0.0275906009651882,0.0501947633066247,0.112932823171621,0.000931754394215037,0.532239246574609,3.0827911168225,4.48442877823541,2.82063563181236,1.13242435762816,0.519643278206034,1.19119097574764,1.1843533031067
"Inner_Tibetan_Plateau_extended",19.5132410623259,35.4450646505335,66.8589353884371,58.6703133688617,29.7538969744703,20.8202800840847,6.81775415322942,2.95389540366323,0.87800520701224,0.540561899531082,0.0895219142215428,10.4150028327978,23.7445746340071,32.8687657842239,44.4042830386034,36.5069425126195,38.5646795339879,24.4962146172487,13.4027452113333,15.9923904395733,13.5156397429829,11.9610162985449,8.48565970322853,29.2129445587511,39.3296301886374,47.2094273812283,60.8197377805832,39.4393196525021,9.17260560377052,7.80022254547375,5.33332602325411,7.56615205392205,3.73009850387261,3.11846191473492,11.4395995337229,14.6536312150889,19.6367798820769,47.2291969548439,60.7217271975937,42.1259384340542,41.8886155626717,29.7540148208942,13.1665856625858,14.6167318170013,15.2052803521391,4.40231755058416,5.91889986021647,28.2199823033388,35.3212189367718,49.1482014035304,68.8477869249365,55.7170917072211,5.44913704882,4.95299499675351,6.37830374086573,10.3585155784137,6.83630039906719,0.646785539460826,4.48682756344879,8.24409416108383,22.8069840938763,33.6052477902216,47.4915385986539,48.2469363304716,46.8754240071113,40.2073907372838,26.4590405801352,28.4993220753936,20.0816466901103,10.2207281014286,22.0497331132753,5.36909215146686
"Yellow",0.010414893513008,0.0230500711070442,0.14180504262407,0.0186401623744135,0.0239459301065369,2.55893573498986,5.78376038410347,2.02934962453575,1.53271524751626,1.28809062954135,0.0166223007573546,0.00275026829967698,0.00337176973369403,0.00739825715244331,1.14479655215204e-06,0.00964020890847267,0.147927357770733,1.51341000196847,8.60438244267459,12.2086378691188,16.0344514932425,9.99809933620972,11.2055831939905,5.29427520237756,14.2958523663349,11.7323965522493,7.88490012898025,10.0120698703548,3.22790902587472,5.51364182989777,7.68988201342854,3.94097658732178,1.64137531045926,1.25965809087056,1.14926496567518,1.37418165257201,0.28649944095666,3.37207446488097,20.784018386761,4.43519605752403,8.89636157677481,23.6366916511406,30.0977753555021,11.8454801817854,6.00855092410881,0.044297588148425,0.217668365234105,0.0412486072936222,0.341952811073195,0.191784392402545,0.170541909507819,0.028564644187115,0.12209050207355,0.0660536320891236,0.0573831210923359,0.0454100378041796,0.0136963043009628,0.0103044714697478,0.00600731135887922,0.122762748308792,0.00714814150264271,0.00612756514775143,0.0394938745259084,0.0266635395938499,0.362059022513642,12.0096299873283,27.1793586985627,18.1817729322831,7.83608948573699,2.7527241100358,4.4000283433111,0.191111391747173
"all_basins",3.93365390991998,9.51219062710906,15.8755451673412,23.3603149869882,20.7079290450254,12.4345913088268,7.28786368691395,5.21810596776441,4.46872590112832,2.57660773515354,2.47373807187804,3.47253675610032,5.23825778807715,10.8839822789417,14.8798290228866,19.0711696804428,19.0766748864815,13.4646735109058,7.61283217630864,5.65955383074983,3.70576370298176,1.9653524238475,1.5609672478612,1.9045504897898,3.67560625362471,10.6261793547446,15.7624414826913,18.5665520830697,14.866179444815,15.6646337989812,9.06090128354484,4.49972971196839,2.9447636098972,1.80968234789542,1.50299588000055,1.60707915609916,3.26510907326086,5.81609336860029,9.20145255240468,14.14513481815,18.5692257248792,12.4695216738427,12.3459560962058,5.94270118582388,3.42316561178648,1.85662330137607,1.07303524497353,0.700290023345072,1.53206558977731,2.73958391924925,3.67318944817088,6.90046829952993,14.0815306656705,5.56188305178713,2.91564364266612,3.24196300365703,2.72455329308015,2.57525992230705,1.80140996631458,2.29351354043506,3.90469561130328,9.59233212066384,13.2476985836556,18.0449274502916,15.8872656067655,13.7414497182751,10.7511864676366,6.61379922193458,3.81892304628401,2.67475535047311,1.85104169828168,1.80736566395411
