Basin,Month_of_Max,Max_Value
1,Ganges,Jun,0.301397879127914
2,Mekong,Jun,4.64369702899556e-05
3,Irawaddy,Jul,1.13037444838384e-06
4,Luni_ext,Sep,0.0130208749994981
5,Indus,Sep,0.429877546890171
6,Amu_Darya,Aug,0.0300123613455427
7,Brahmaputra,May,0.00479951125249582
8,Syr_Darya,Aug,0.0163005126496267
9,Salween,Jun,1.04821407532804e-05
10,Tarim,Jul,0.0462402267487569
11,Ili,Jul,0.0587675692689943
12,Inner_Tibetan_Plateau,Jul,7.7474279390243e-05
13,Yangtze,Sep,0.00964207661972985
14,Inner_Tibetan_Plateau_extended,Aug,0.00722872562716758
15,Yellow,Aug,0.000563779306975691
16,all_basins,Aug,0.665734354604183
