"","2000","2001","2002","2003","2004","2005"
"Ganges",138.227632296804,131.289565496111,155.188665231676,148.320174521153,176.552337262129,137.75245109187
"Mekong",23.8925450638513,26.0510787495085,28.2703299336202,28.2055946569878,18.8840838913035,23.2412956631204
"Irawaddy",4.27717811902778,4.09849153038166,4.89724380812913,4.36319353910353,4.38708449307767,3.87016088150084
"Luni_ext",6.13028923577259,4.16028002935251,7.35211638800767,6.81627408498528,10.74459371616,4.46418293243155
"Indus",58.3404012108226,62.224462824541,53.1097323733352,55.9135315351653,53.3516789106071,59.2910062023782
"Amu_Darya",0.259657480058437,0.405081756856199,0.392326397579885,0.390065422224552,0.309788663977634,0.277642275894533
"Brahmaputra",48.9684195884427,51.4774213689805,50.8872061509628,36.7548670623249,43.6635171494503,46.8885601183766
"Syr_Darya",0.0642199013501218,0.0916058659378659,0.0804245997309634,0.128028266088986,0.0709938536893587,0.0709404785820011
"Salween",0.407512607232135,0.321823220544928,0.317952921950471,0.263433825165194,0.293270717381716,0.351405963182898
"Tarim",0.17625253636962,0.214944549704689,0.311087647498995,0.12380914111553,0.146507204208729,0.196309684481883
"Ili",0.0941867385783643,0.486328782351566,0.318130348817846,0.299749408760704,0.239122505645254,0.087007105792582
"Inner_Tibetan_Plateau",0.00427838376264996,0,0,0,0,0.00427149078743893
"Yangtze",131.835996214791,129.799946078451,105.435821926473,115.572975406434,109.602845615531,129.230922009153
"Inner_Tibetan_Plateau_extended",0.0753774372376968,0.110076055040497,0.0337756375543519,0.0854146294132463,0.0804301905082431,0.0594880713300433
"Yellow",1.14464090831177,1.46902875337239,0.286607865008514,1.96091598783327,0.186428711626345,1.22404791733989
"all_basins",414.050279851416,412.356708750824,407.018104698413,399.367390413441,418.683203356591,407.149049135355
