Basin,Month_of_Max,Max_Value
1,Ganges,Sep,13.0075786005706
2,Mekong,Jan,1.93798281058348
3,Irawaddy,Feb,0.678659794459609
4,Luni_ext,Sep,1.07785057952443
5,Indus,Sep,11.920178246329
6,Amu_Darya,Aug,0.489001964966365
7,Brahmaputra,Mar,4.0860620862255
8,Syr_Darya,Aug,0.533679760731731
9,Salween,Nov,0.0476234243624324
10,Tarim,Jun,1.02781207288901
11,Ili,Aug,0.981897985999972
12,Inner_Tibetan_Plateau,Aug,0.00556446532072664
13,Yangtze,Jul,20.2742864294616
14,Inner_Tibetan_Plateau_extended,Aug,0.448514563685146
15,Yellow,Aug,3.98774478633772
16,all_basins,Aug,46.7485005834143
