"Jan_irrigationGrwt","Jan_IrrGrwt_km3_pr","Jan_IrrGrwt_percent_pr","Feb_irrigationGrwt","Feb_IrrGrwt_km3_pr","Feb_IrrGrwt_percent_pr","Mar_irrigationGrwt","Mar_IrrGrwt_km3_pr","Mar_IrrGrwt_percent_pr","Apr_irrigationGrwt","Apr_IrrGrwt_km3_pr","Apr_IrrGrwt_percent_pr","May_irrigationGrwt","May_IrrGrwt_km3_pr","May_IrrGrwt_percent_pr","Jun_irrigationGrwt","Jun_IrrGrwt_km3_pr","Jun_IrrGrwt_percent_pr","Jul_irrigationGrwt","Jul_IrrGrwt_km3_pr","Jul_IrrGrwt_percent_pr","Aug_irrigationGrwt","Aug_IrrGrwt_km3_pr","Aug_IrrGrwt_percent_pr","Sep_irrigationGrwt","Sep_IrrGrwt_km3_pr","Sep_IrrGrwt_percent_pr","Oct_irrigationGrwt","Oct_IrrGrwt_km3_pr","Oct_IrrGrwt_percent_pr","Nov_irrigationGrwt","Nov_IrrGrwt_km3_pr","Nov_IrrGrwt_percent_pr","Dec_irrigationGrwt","Dec_IrrGrwt_km3_pr","Dec_IrrGrwt_percent_pr","Jan_irrigationGrwt_stdev","Jan_IrrGrwt_km3_pr_stdev","Jan_IrrGrwt_percent_pr_stdev","Feb_irrigationGrwt_stdev","Feb_IrrGrwt_km3_pr_stdev","Feb_IrrGrwt_percent_pr_stdev","Mar_irrigationGrwt_stdev","Mar_IrrGrwt_km3_pr_stdev","Mar_IrrGrwt_percent_pr_stdev","Apr_irrigationGrwt_stdev","Apr_IrrGrwt_km3_pr_stdev","Apr_IrrGrwt_percent_pr_stdev","May_irrigationGrwt_stdev","May_IrrGrwt_km3_pr_stdev","May_IrrGrwt_percent_pr_stdev","Jun_irrigationGrwt_stdev","Jun_IrrGrwt_km3_pr_stdev","Jun_IrrGrwt_percent_pr_stdev","Jul_irrigationGrwt_stdev","Jul_IrrGrwt_km3_pr_stdev","Jul_IrrGrwt_percent_pr_stdev","Aug_irrigationGrwt_stdev","Aug_IrrGrwt_km3_pr_stdev","Aug_IrrGrwt_percent_pr_stdev","Sep_irrigationGrwt_stdev","Sep_IrrGrwt_km3_pr_stdev","Sep_IrrGrwt_percent_pr_stdev","Oct_irrigationGrwt_stdev","Oct_IrrGrwt_km3_pr_stdev","Oct_IrrGrwt_percent_pr_stdev","Nov_irrigationGrwt_stdev","Nov_IrrGrwt_km3_pr_stdev","Nov_IrrGrwt_percent_pr_stdev","Dec_irrigationGrwt_stdev","Dec_IrrGrwt_km3_pr_stdev","Dec_IrrGrwt_percent_pr_stdev"
"Ganges",12.5603906876441,11.3875333526201,90.3198847751349,16.1423653482698,13.352407213696,83.0364124719551,12.2753453134919,9.006836338698,73.8573252845883,14.8427496446523,10.057730504069,67.8086490961788,14.7447867882,7.93583881481431,53.9643289892938,11.9192805620594,5.22366426879702,44.7736264639847,6.08454717347814,3.89704160947944,64.8641058812987,9.88876450575193,8.48518349473455,85.923629645182,14.6314203964774,13.3321155448059,91.4283862580127,10.3251323358397,9.56803125558637,92.3909127653907,9.76097052637442,9.38332751321664,96.0674678182656,NA,NA,NA,1.39385558656538,1.76652793329653,3.81809644419381,1.84721393963576,1.24963204142995,6.21193963084421,1.31114474732995,1.06284031973315,10.4608584349906,0.338461247919382,1.22279981530216,8.51228394535729,1.04878156032864,0.833891215174333,6.25504719884225,2.33626557209036,0.76725796517102,8.69938835452222,1.06714357683024,0.606119989353769,9.90104552030099,1.73237425672595,1.48464946879987,3.99052490692141,2.46201289841289,1.91721359787941,2.59447655520378,2.35219763665018,2.35665240108088,2.80136086936061,0.849274283587109,0.906530508253002,1.33210310668679,NA,NA,NA
"Mekong",1.89920456207576,1.8936711856515,99.7287256307807,1.51545153248893,1.50953701480319,99.6282683297165,0.584070493692864,0.583079842124279,99.8388052826662,0.378691054923726,0.37783835115373,99.7881845909633,1.10550699622182,1.10302236891019,99.8007495601154,0.84835945498418,0.835952066067738,98.7369291985711,0.914216372893791,0.906840765242426,99.3268447096342,0.4903369979923,0.489734119901404,99.8338676282738,0.377812833456546,0.37772096719711,99.9778367183825,0.66033741252245,0.660304818197149,99.9953330066703,1.63721572462457,1.63686555292458,99.9783271978863,NA,NA,NA,0.273265465822505,0.269555226442309,0.193769278834677,0.250623429280507,0.247899099760805,0.359520417952073,0.115723314826659,0.115203100749825,0.0863235561508135,0.115092562343504,0.114597337542663,0.0832532030904756,0.218212746371405,0.215955738618405,0.173539625637826,0.369044824303477,0.359967708753538,1.00174103947614,0.319409559711063,0.312418467703952,0.652587161816554,0.217686240508884,0.217770363935872,0.24105588586273,0.128876439886563,0.128816900064739,0.0152328613248587,0.128018726253625,0.128003669428828,0.00588805853465482,0.24498829899708,0.244976183326923,0.0122382538189191,NA,NA,NA
"Irawaddy",0.366526907210963,0.366526510747991,99.9998928877369,0.703897915499323,0.70387786729995,99.997354615727,0.37063524767907,0.370584398288558,99.9859475047676,0.141971029716414,0.141899666958917,99.9526776055627,0.0669775952894418,0.0668245500517369,99.792862867917,0.0905640177500189,0.0905629161151467,99.9984086563092,0.112603535171486,0.112579650400727,99.9824772042359,0.01199447274849,0.0119938455857926,99.9967974527914,0.00586431617062289,0.00586422592323999,99.9994198203382,0.000112948799714019,0.000112948791490671,NA,0.36155269010276,0.36155243546312,99.9999288952442,NA,NA,NA,0.0292419329315367,0.0292418537610303,9.32801232994436e-05,0.116509048125483,0.116496876205942,0.00171628379350703,0.0315930143358295,0.0316042927446763,0.00799060204236818,0.0439060020077008,0.0438740895713335,0.0190055447087306,0.0354998491603814,0.0354052412359604,0.0897516849638599,0.0335706473515916,0.0335706689797697,0.00212875449394879,0.0499314556637964,0.0499160931280147,0.0235246648193668,0.00841579395786692,0.00841472528211893,0.00491107001714521,0.00522946285414867,0.00522925763163878,0.00136975498375495,0.000135728587598552,0.00013572857327229,NA,0.0315792808351344,0.0315792920964272,2.14047169621749e-05,NA,NA,NA
"Luni_ext",0.543393649853749,0.347535711339568,60.6985817008173,1.46713667395562,0.873992267328416,59.7907296751106,1.72261313355056,1.08778512873258,62.7983261986439,1.9346473946569,1.19050544682982,61.5058870080627,1.75962932070848,0.772999139666502,44.2438535984209,1.01493530065679,0.436552052930909,43.40792611758,0.638546729910007,0.347189834320742,55.5406040422512,1.57818492086946,1.16257583810069,73.2584928847669,1.63303669249944,1.28939141913307,78.7613634963644,0.873385924282377,0.715947961723844,79.2113092763166,0.604830945160219,0.466566665871862,75.0053725044909,NA,NA,NA,0.196312525654173,0.205372436590868,12.6343814604312,0.352671145570786,0.246212141888273,11.5142331836805,0.2540555339642,0.255250972715543,10.0799689491704,0.0714275785306197,0.184789792841406,8.73584861029771,0.25053947943303,0.161977826322032,8.91415669480763,0.167440821125465,0.0767688247729685,6.51949309430701,0.105453236681368,0.086898048798997,16.0209057462225,0.176405886646677,0.253639046860363,12.0649205485604,0.0834896261489279,0.232466941782451,12.6379672020106,0.257494861908229,0.289857802369401,13.4597029205859,0.177042797869901,0.184719077996207,12.991499853217,NA,NA,NA
"Indus",4.84436310925474,3.72574484329164,77.0795264253581,4.66219373228848,3.49330306611347,75.148713174446,7.49496086967568,6.0241518437067,80.5494202601775,9.98195799490855,8.16602494674768,81.8456080442126,7.23335122171483,5.31484992254003,73.8445767156063,14.502936429446,8.7615314570667,60.6476655546623,12.2044375990972,6.40944721911066,53.0081148137589,19.6880658445147,13.5406822654736,69.1470756667143,18.3432772496848,12.6694243396639,69.4902207158681,9.86546002595271,7.24211125503041,73.4239865485294,2.13136387560437,1.72227970326172,80.5333314056028,NA,NA,NA,0.303756584580933,0.339875657547008,7.97120112600743,0.957536486191663,0.71002890519797,8.18683250548864,1.06994104281746,0.909517636905595,6.4577731498472,0.551378642931033,0.588686927005492,4.55943622569902,0.987261275235549,0.657674714840613,6.86780717717865,1.50791745982721,1.13008717683509,7.38525996182445,1.18091950905383,0.816158702227327,8.86375957695164,1.83066857963308,1.07359373934991,7.28796566383683,1.52173527448821,0.701365519759376,7.29712291269308,0.67189783635564,0.828621947896751,7.12937941434995,0.320039838725681,0.320625789595444,5.09376396956569,NA,NA,NA
"Amu_Darya",0.0278707126382205,0.017094988309907,62.3750304586737,0.0125863016929545,0.00805757719054908,64.4183621681358,0.00506815083274681,0.00343226507117141,69.8795433426003,0.0514873899598134,0.0337123294164601,67.4130482822832,0.1629848503422,0.11713527190546,72.5307991631667,0.562059731496025,0.348591278952284,61.96007632367,0.759623729672585,0.367766877881434,48.7366455766196,1.28721909551849,0.527643206947181,40.9674182786088,0.881103350051528,0.371112673407672,42.2203016145599,0.661904299472755,0.300817557244155,45.5217307207963,0.124693876884704,0.0541359100683647,42.7898101217144,NA,NA,NA,0.00529246599652753,0.00194633857316767,8.01914210897878,0.00584577254857279,0.00352292091482768,9.38120957617278,0.00169021728753948,0.000718331650335965,10.850207807004,0.0221303182951329,0.0130487988103408,12.9313542548487,0.0393465502156397,0.0245593976263218,6.67218625311154,0.035964136954634,0.0590318506907619,8.87881746952282,0.0672212333300241,0.037444398152451,6.43101069696904,0.0203632716203208,0.0778343808488761,5.85863428662704,0.0499587029627974,0.0435966461362261,5.28742158921251,0.0462337710766929,0.0400908871753557,6.26340008565332,0.0531877237367481,0.0300911020179541,6.14158056733875,NA,NA,NA
"Brahmaputra",3.94421906725502,3.89742802246498,98.8731562453628,4.02131587694018,3.93098814376257,97.7611365023293,4.46176348458757,4.31552356047337,96.7797570121505,1.6515941112496,1.58372874406031,95.9158869603384,2.91698619520734,2.83187835757243,97.1364601705242,1.91998707730277,1.85936103884966,96.839546728144,2.49724315386875,2.44843735599295,98.0743562524466,0.931552655737424,0.92521695315448,99.4269039688763,0.894405108224401,0.892081649917072,99.7389080005033,1.73874822252041,1.73696521796354,99.9046794305867,1.25255890589971,1.25036428081048,99.8340743243046,NA,NA,NA,0.470213872564903,0.443523033227446,0.636868656290847,0.278973866440288,0.271565818061921,1.24564770616456,0.289242822919086,0.232441099011377,1.2580788443015,0.141947953825978,0.131235483720467,0.924022206232582,0.195847774716419,0.16495467836487,1.4327631245747,0.551490826131949,0.532843141240177,1.09107721176259,0.269766817862278,0.257577048765236,0.630274240325084,0.275616896308083,0.269763387204375,0.755375844975922,0.161960964194751,0.161836015112964,0.36085247032247,0.476820168348722,0.475685732534431,0.0396517171085523,0.291952885118192,0.291047268459651,0.082208964141131,NA,NA,NA
"Syr_Darya",0.00716557155682314,0.00340172204193697,46.7834341712068,0.00126205381051303,0.000944614940757186,74.7447443061933,0.00105176948871133,0.000571219842431248,70.9377587030976,0.0030972864079537,0.00213686197751188,69.7963314815651,0.0402859794647253,0.0271297045098198,71.3371711900623,0.247033911946604,0.180754750543732,72.6583522192881,0.586605811844705,0.422997803601545,71.9395378332913,0.787560332950386,0.494580785384341,62.7940295402417,0.50168958723169,0.298530351432516,59.542000821812,0.352185330843744,0.224343353378036,63.9155608023597,0.0197578573091205,0.0129778784193733,63.0139837344803,NA,NA,NA,0.00198793009492178,0.00123311533467463,4.4767172699011,0.00130285139746647,0.000946088354920119,3.90895930489802,0.00154646936983433,0.000628409258483497,14.9971178285274,0.00387683247494906,0.00257063197444769,9.56782370104955,0.0307988918022089,0.0184896667076288,9.79112138890426,0.071679538688155,0.0633365543650913,8.23247533710122,0.076594989833442,0.0703949944531847,4.99035929488499,0.0222152580708416,0.0321464778544244,3.52575032512233,0.0508092847646677,0.0307305958570949,2.54404617067306,0.0558781247603199,0.0307965038136747,2.59598141719576,0.0320915222205462,0.0201501446100662,20.6387488587504,NA,NA,NA
"Salween",0.026786290190346,0.0267859005264359,99.9986487098486,0.0328652454476377,0.0328641616598676,99.9975552027632,0.0268414214226776,0.0268413026550661,99.9995854914789,0.0285329205460283,0.0285143831431622,99.9154397886509,0.0219798178037656,0.0219784642565559,99.9961445609202,0.047597619925084,0.047518375857224,99.8836779187157,0.00343239576022114,0.00342930014721077,99.9345260092138,0.00151171335922603,0.001511308187825,99.9916417295308,0.000830846152969874,0.000830763966481148,99.9956546914007,0.000152931055055205,0.000152921259655159,NA,0.0451159083839692,0.0451146544882809,99.9971485412857,NA,NA,NA,0.00408612039482471,0.00408582047883346,0.00123998404556776,0.0126723228297351,0.0126706844467076,0.00330253320214724,0.0124646853077597,0.0124646377098498,0.000403952918362083,0.0128266199112625,0.0128242822752388,0.0788422589309757,0.0111927063697,0.0111908016250024,0.00944328525311834,0.0208853788829814,0.0207876970607966,0.156923339999524,0.00202928704381983,0.00202632331009567,0.0908465606162098,0.00182587423067901,0.00182493936831035,0.0193381728048952,0.000728738301679254,0.000728594210842378,0.0099012372189543,0.000191902860640142,0.000191895551604991,NA,0.00275178347817551,0.00275238774944869,0.00413792443680641,NA,NA,NA
"Tarim",0.0165462253589421,0.0105109834553678,65.1195041941627,0.0160293346588132,0.0099424054112216,63.2512932845886,0.0152609640986479,0.00861069936625519,58.7330368278508,0.00887568705042675,0.0060561648786978,71.6133832883326,0.942003455604364,0.630481400200886,67.1129113847077,1.70021664541289,1.01936767978926,60.1452993442055,2.08789552922689,0.953124906438561,45.880374933126,1.74939240477428,0.806226592223048,46.5056040384431,0.82679604213669,0.435679521458028,53.2477266721092,0.0773629470789075,0.0461918673636908,60.9764888311622,0.0139784454234616,0.0081402907619313,60.0499955457083,NA,NA,NA,0.00558831304073751,0.00295142756071244,12.4225850584069,0.00459766210247816,0.00241578902968757,12.9916243077319,0.00718107307284043,0.00365655206910548,7.61596610430312,0.00618164371820406,0.00357464932708014,7.77551796348168,0.0340805145733795,0.0669130188198319,8.6471994662856,0.106019731083996,0.0634659048103368,5.1980572334869,0.175226921708918,0.10976013519998,6.13480298179367,0.13541621730315,0.132665547254008,9.78359108224497,0.0842321135089698,0.0573040829472869,9.44836312346047,0.0261883766909313,0.0148025105320543,8.45069373823773,0.00547363825423341,0.00276499693154813,7.74175517038786,NA,NA,NA
