Basin,Month_of_Max,Max_Value
1,Ganges,Jun,0.269570922129258
2,Mekong,Jun,5.104735334855e-05
3,Irawaddy,Jul,1.33126016005251e-06
4,Luni_ext,Sep,0.0544401002178956
5,Indus,Sep,1.7147356578383
6,Amu_Darya,Aug,0.12106460626371
7,Brahmaputra,May,0.0029963666400555
8,Syr_Darya,Aug,0.0328152334562795
9,Salween,Jun,1.03919859603195e-05
10,Tarim,Aug,0.283486890170115
11,Ili,Jul,0.406975861410705
12,Inner_Tibetan_Plateau,Aug,0.000486274837878041
13,Yangtze,Sep,0.0127229148327772
14,Inner_Tibetan_Plateau_extended,Aug,0.0415523694305245
15,Yellow,Aug,0.00192337753061147
16,all_basins,Aug,2.4392220516769
