"","2000","2001","2002","2003","2004","2005"
"Ganges",0.316152940798098,0.356736325754342,0.170503516850351,0.207947994371195,0.0555397303607171,0.336196878442975
"Mekong",0.00424663274482264,0.00122850447511851,0.00121317169889492,0.000272669221366363,2.62548953488089e-05,0.00457366534784482
"Irawaddy",1.02181196248061e-07,3.41453756181029e-07,1.00586565079616e-07,2.12293407889329e-07,2.29563808484112e-07,5.44867120919312e-08
"Luni_ext",0.797643015006834,1.77484383243242,1.26876422227779,0.835981353662096,0.442898867096375,1.0420614032761
"Indus",2.94407912882971,3.30247894873562,3.4116476827321,2.98222043204492,1.5734225945806,2.918080072662
"Amu_Darya",2.18578474444973,4.68164600066422,3.15780846095611,5.43584782227883,6.21581795434371,2.22097646970647
"Brahmaputra",0.0228574496358051,0.0350700738029051,0.0255399670092714,0.0050240682266299,0.009095628907711,0.0243879799730259
"Syr_Darya",0.419639836264889,0.848550555202653,1.06426606981107,1.64192087570847,0.640052399399282,0.540905959081735
"Salween",5.06804458872267e-05,7.47995953039354e-07,3.48848891082783e-06,4.29940816587774e-06,3.47679062268072e-07,5.68235124681004e-05
"Tarim",1.62015304993412,5.01391140351157,8.84645647442713,3.73112062742226,5.35737469225437,1.89581076292554
"Ili",0.641872295909729,4.86237898208521,4.63891876072457,3.30755375503173,2.75711632646927,0.522158304951806
"Inner_Tibetan_Plateau",0,NA,NA,NA,NA,0
"Yangtze",0.186130085133904,0.17774812161656,0.0283333542946846,0.0859521721726336,0.0576827664441532,0.196958540280955
"Inner_Tibetan_Plateau_extended",0.981166789221161,0.957261252529722,3.28705946189036,4.16811556952954,8.2251422093503,0.884324665287663
"Yellow",0.03696533168516,0.0201212015259214,0.661474166267894,0.0487836314033788,0.0312422426295391,0.0371734918995847
"all_basins",0.597194747475185,0.704056639146047,0.558240629123962,0.5452644940327,0.261292509887193,0.618823367317057
