Basin,Month_of_Max,Max_Value
1,Ganges,May,6.30685719174031
2,Mekong,May,0.0139414713530079
3,Irawaddy,Feb,2.91043478025805e-10
4,Luni_ext,May,1.25148469548714
5,Indus,Jun,0.99114527603356
6,Amu_Darya,Aug,0.245304755087205
7,Brahmaputra,Mar,0.0855717866505079
8,Syr_Darya,Jan,0.00327116789305832
9,Salween,Jun,4.34215634218708e-24
10,Tarim,May,0.0286416119993952
11,Ili,Jun,1.1231101960054
12,Inner_Tibetan_Plateau,Jun,1.36331471320154e-05
13,Yangtze,Jul,1.10309786685963
14,Inner_Tibetan_Plateau_extended,Jun,0.120541162910256
15,Yellow,Jul,0.942108750330792
16,all_basins,May,9.18973155799427
