Basin,Month_of_Max,Max_Value
1,Ganges,May,43.1265264651119
2,Mekong,Jul,1.05465422875518
3,Irawaddy,Feb,3.35743557922407e-08
4,Luni_ext,May,65.6521024745521
5,Indus,Feb,10.8923403183715
6,Amu_Darya,Nov,23.2339049739079
7,Brahmaputra,Mar,1.95349220200583
8,Syr_Darya,Jan,39.8413769671958
9,Salween,Jun,6.01601032618138e-21
10,Tarim,Mar,21.1650167365521
11,Ili,Mar,49.4234149005246
12,Inner_Tibetan_Plateau,May,0.126040596393085
13,Yangtze,Jul,4.85719613772353
14,Inner_Tibetan_Plateau_extended,Mar,60.8770740373909
15,Yellow,Jul,16.0450871529957
16,all_basins,Apr,24.043660610887
