Basin,Month_of_Max,Max_Value
1,Ganges,May,32.1107388935927
2,Mekong,Feb,0.18553490969292
3,Irawaddy,Mar,1.21466627523778e-12
4,Luni_ext,May,50.3600707615572
5,Indus,Feb,6.01336148892574
6,Amu_Darya,Nov,17.1943143021141
7,Brahmaputra,Mar,1.41441510579796
8,Syr_Darya,Jan,40.8611679947167
9,Salween,Jun,1.33415449023576e-17
10,Tarim,Mar,5.45618861106103
11,Ili,Jun,43.3311857457473
12,Inner_Tibetan_Plateau,May,6.95872507051478
13,Yangtze,Jul,4.75210003829828
14,Inner_Tibetan_Plateau_extended,Mar,58.1906681548013
15,Yellow,Jul,13.2354236692273
16,all_basins,May,17.1981342289395
