Basin,Month_of_Max,Max_Value
1,Ganges,Jun,15.6484387070895
2,Mekong,Jun,0.789329735985233
3,Irawaddy,May,0.235832831034233
4,Luni_ext,Jul,21.4217138864105
5,Indus,Jul,38.9635399537003
6,Amu_Darya,Mar,34.4049259608179
7,Brahmaputra,May,3.5971518171116
8,Syr_Darya,May,28.6040183508
9,Salween,Jun,0.525781474451652
10,Tarim,Jul,38.1398044482943
11,Ili,May,25.8975628785927
12,Inner_Tibetan_Plateau,Jul,57.4015505459812
13,Yangtze,May,6.35681960437967
14,Inner_Tibetan_Plateau_extended,Jun,38.7013487286254
15,Yellow,Jul,18.3551593388366
16,all_basins,Jun,16.9122793466018
