"","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Ganges",6.30157788302317,6.49012956272588,10.2456005792461,7.38103572628877,7.20556884954805,5.68312708249429,7.54513265940771,10.7815069752906,7.2242051712311,6.86917224096186,6.69107164488266,7.41162977598274,8.99456926239553,9.21824552399755,8.33087102813686,8.23732403271915,7.04108464961245,4.93578925697248,8.84917444500661,4.83545699450795,6.42450484665531,5.15239022106191,8.60640991264099,6.29026181709101,4.75115678820488,8.32364140417612,7.74484795429195,7.18996840793551,5.44588473488789,4.74332466565777,4.16850063855641,5.42672380858201,7.39141309749919,6.98676202419992,7.70707296434944,8.96801958367473,5.83834578702624
"Mekong",0.0112611597958171,0.00981208278458698,0.0184132231174088,0.024756110664683,0.0134691081139044,0.00848756704507887,0.0286430511483813,0.0457292585830867,0.038731095047448,0.0237306867373849,0.00947075817768137,0.0230867313263977,0.0417851291439148,0.0210766097291074,0.0111261798780761,0.0242753905790669,0.0175431980489474,0.0511851634691186,0.0486452631550751,0.0120810010680105,0.00702285172881346,0.0190144363375364,0.0396035398392334,0.0216470254056925,0.0242446101225036,0.0536216341299879,0.0262391734545742,0.0268920977804186,0.013258225683813,0.016836177991511,0.0676648653672033,0.0172837520732602,0.0232196664793638,0.0366601258770943,0.0227141585267167,0.0430927037796204,0.0432025806097113
"Irawaddy",0.00127914050603478,0.000192579416637206,0.000623880211770587,0.00213212437442104,5.6897601765159e-05,0.00128399014074598,0.00144149515295159,0.00290550386061784,0.000752556380429384,0.000326230871842068,0.000163565585938911,0.00090951227035346,0.000783881148427671,0.000274608045763917,0.000466388688592501,0.000592772080019086,5.52456323309122e-05,0.00018985177791134,0.00181646369711559,0.000870496370762441,0.00039870183242876,0.000492033172432101,0.000171194091228185,0.000637126304787617,0.000579967959280497,0.00175229123771951,6.3515749103126e-05,0.000120427429450372,3.22573879423131e-06,0.000208237633129824,0.000651303978569248,5.07841474639392e-05,0.000496013740193732,0.000118239451785643,0.000386055893129957,0.000348455582248022,0.000623421229367555
"Luni_ext",1.29503708803378,1.02238518404847,1.2817969737515,0.992083711526359,1.26739823610625,1.13290284979896,1.11537729048819,1.61174592318243,1.13000587424123,1.18924236921299,1.19916037212788,1.18689932461648,1.04475671636029,1.24691421615409,0.89010059138396,0.929006521285942,0.982960214964841,0.962326238137463,0.983376083830691,1.11714463938242,1.11146865011051,0.794361140105444,1.26806069542295,0.856441810036977,1.12218847528188,1.16221274758683,1.19735373950992,1.06272757958766,1.03668309339574,1.13515288912421,1.04851948938832,0.966640514455096,1.14621900434907,0.968898441906969,1.14480426544405,0.972968781285679,1.16219330776025
"Indus",31.0330927525673,27.0595062606992,32.549555766044,24.229053802834,28.6678670567909,25.7563559937682,27.5952365607066,40.0114335696164,27.0883719046766,30.3562294601119,30.1614633522796,31.5273530315915,26.899730122855,30.1685520031085,21.8189062896107,19.7005581427488,25.5000329704935,24.6040948001195,26.491533538066,27.4912622164621,27.1882008195,20.205288634427,32.1933971552301,23.3259321111711,29.4541195167482,29.3637308200666,26.5647051821397,24.931616282672,23.3577979369727,29.2824912936418,22.6413580936664,25.943760611037,32.6757181051677,25.5438850210067,29.910214090902,23.3895463959539,26.4939830851471
"Amu_Darya",1.71533409604185,1.19271766356052,1.41242518850051,1.61729168510235,1.43868879764578,1.40264903947514,1.41252272167066,1.17701306873042,1.47271664894341,1.61092065127808,1.61647718365905,1.28219843480373,1.40548696516886,1.31721779756409,1.32941445343902,1.31952156160039,1.36620749242506,1.13304221982565,1.29323940443804,1.20996844013981,1.20453735418507,1.16104224262718,1.25396429730886,1.35422566389201,1.11368870238429,1.34042612171485,1.52286470414907,1.26514665145362,1.36630852349607,0.986815825636045,1.29417302020948,1.49756139432553,1.5183298320819,1.41722444983312,1.2426058723202,1.41207934840711,1.13056862930492
"Brahmaputra",0.418585978289817,0.468770421609766,1.20527968698214,0.796499331420241,0.594209819235245,0.587295469118368,0.644226669445494,0.710129145463998,0.511221944980755,0.475861019490791,0.204174640337486,0.344300720792521,0.815000851018339,0.642378020035143,0.544729105270644,1.09531090374092,0.402084034952208,0.487433428818385,0.464239556308822,0.39972811023679,0.184134510051141,0.290109624332005,0.300024477853439,0.289381999048214,0.409783446150369,0.457140306798552,0.713183816505459,0.573110318529134,0.394422099791988,0.323481535850347,0.367896082393739,0.28874192266195,0.547579448087837,0.431103679714947,0.86137741012798,0.715339248773103,0.473047345379883
"Syr_Darya",0.829920063237735,0.358797332453499,0.477482503396605,0.63488188305134,0.979668099196368,0.93315548400231,0.663791469763421,0.562448083243378,0.730157426836017,0.734325484509849,0.888640478936706,0.619490904327621,0.667825989686419,0.678934571566811,0.958151201722941,0.672399434686083,0.651380963009266,0.644734582610791,0.606464478531741,0.434497208772143,0.486898529426864,0.466831641313229,0.589615624550282,0.568502552912568,0.47982795336962,0.651281019805417,0.674260631950889,0.618751368741717,0.614955871957386,0.571681554794428,0.604738396150446,0.572056782765423,0.725650888164094,0.666656377939018,1.00642581864502,0.831627776681436,0.420883188863516
"Salween",1.19700660499355e-05,8.42188886244058e-06,2.78690649113475e-05,3.33003027607868e-05,1.03113857378839e-06,2.54428423304832e-05,0.000295699638603139,0.00323704228449293,0.000285341856590955,0.00168185579774384,0.000142617158813996,1.1620199786397e-05,0.00323248584283585,1.40597005996814e-05,2.45695077004174e-06,9.24639317043763e-06,1.4290993676624e-05,0.00713298244140005,0.000504801443758639,0.000181232557714035,4.08495626724355e-05,7.50204073693505e-05,0.000123344813824804,0.000108888065120548,0.000197708687683406,0.000279657816460709,4.16695606613878e-05,1.55836612100836e-06,1.0942614568166e-06,1.47447776508502e-07,0.000777537666818356,4.51141036618947e-05,0.000300159601909292,0.000210457738771671,1.35000614439372e-05,2.34197153856904e-05,0.000391691307683773
"Tarim",3.56825694376054,2.75868509168111,2.3906221902423,2.67467041623785,2.40949629892183,3.10938012545933,2.79227973394506,2.04237844831801,2.71798142144747,2.836852585109,3.65354847092181,2.54216206515926,2.31825171712915,1.83323650659153,3.30964131803469,3.06622728631649,2.47178720567094,2.81243921835628,2.38931263812027,2.99357179433531,2.77212981421713,2.96265182997238,2.9344571465794,2.8053366306189,3.02213475096409,2.63128805107407,3.25126252623477,2.89261624408593,3.50063856659569,3.0885991654603,2.53707511623706,2.86890348359439,2.75963071081172,2.69937768569174,2.86730327874327,2.8266657101146,3.00934740935834
