"Jan_irrigationGrwt","Jan_IrrGrwt_km3_pu","Jan_IrrGrwt_percent_pu","Feb_irrigationGrwt","Feb_IrrGrwt_km3_pu","Feb_IrrGrwt_percent_pu","Mar_irrigationGrwt","Mar_IrrGrwt_km3_pu","Mar_IrrGrwt_percent_pu","Apr_irrigationGrwt","Apr_IrrGrwt_km3_pu","Apr_IrrGrwt_percent_pu","May_irrigationGrwt","May_IrrGrwt_km3_pu","May_IrrGrwt_percent_pu","Jun_irrigationGrwt","Jun_IrrGrwt_km3_pu","Jun_IrrGrwt_percent_pu","Jul_irrigationGrwt","Jul_IrrGrwt_km3_pu","Jul_IrrGrwt_percent_pu","Aug_irrigationGrwt","Aug_IrrGrwt_km3_pu","Aug_IrrGrwt_percent_pu","Sep_irrigationGrwt","Sep_IrrGrwt_km3_pu","Sep_IrrGrwt_percent_pu","Oct_irrigationGrwt","Oct_IrrGrwt_km3_pu","Oct_IrrGrwt_percent_pu","Nov_irrigationGrwt","Nov_IrrGrwt_km3_pu","Nov_IrrGrwt_percent_pu","Dec_irrigationGrwt","Dec_IrrGrwt_km3_pu","Dec_IrrGrwt_percent_pu","Jan_irrigationGrwt_stdev","Jan_IrrGrwt_km3_pu_stdev","Jan_IrrGrwt_percent_pu_stdev","Feb_irrigationGrwt_stdev","Feb_IrrGrwt_km3_pu_stdev","Feb_IrrGrwt_percent_pu_stdev","Mar_irrigationGrwt_stdev","Mar_IrrGrwt_km3_pu_stdev","Mar_IrrGrwt_percent_pu_stdev","Apr_irrigationGrwt_stdev","Apr_IrrGrwt_km3_pu_stdev","Apr_IrrGrwt_percent_pu_stdev","May_irrigationGrwt_stdev","May_IrrGrwt_km3_pu_stdev","May_IrrGrwt_percent_pu_stdev","Jun_irrigationGrwt_stdev","Jun_IrrGrwt_km3_pu_stdev","Jun_IrrGrwt_percent_pu_stdev","Jul_irrigationGrwt_stdev","Jul_IrrGrwt_km3_pu_stdev","Jul_IrrGrwt_percent_pu_stdev","Aug_irrigationGrwt_stdev","Aug_IrrGrwt_km3_pu_stdev","Aug_IrrGrwt_percent_pu_stdev","Sep_irrigationGrwt_stdev","Sep_IrrGrwt_km3_pu_stdev","Sep_IrrGrwt_percent_pu_stdev","Oct_irrigationGrwt_stdev","Oct_IrrGrwt_km3_pu_stdev","Oct_IrrGrwt_percent_pu_stdev","Nov_irrigationGrwt_stdev","Nov_IrrGrwt_km3_pu_stdev","Nov_IrrGrwt_percent_pu_stdev","Dec_irrigationGrwt_stdev","Dec_IrrGrwt_km3_pu_stdev","Dec_IrrGrwt_percent_pu_stdev"
"Ganges",11.5162162727197,1.22590515294287,10.4244797602287,15.0199733915375,3.70855732410104,23.7443136531296,11.1964943365948,3.70460203361403,32.3612233848777,14.8486123550806,5.49238436654775,36.1732469244835,14.5432557978937,6.30685719174031,43.1265264651119,10.0567844625917,3.64512297768157,34.8274941470899,6.03150798273887,1.3415017140589,19.9130191776147,9.02052285660949,1.14781134234544,12.5786292756463,14.8020805489846,1.12258214676089,7.49401237785151,9.52482983789282,0.475392393230257,4.95977865515147,11.1213701929612,0.369021158028143,3.43471108217809,NA,NA,NA,0.967118799757809,0.694953840241409,5.30615095830953,2.25851434200965,2.2138301516232,11.6207590146786,1.5823759364458,1.91630198668812,15.1167178137052,1.3693012115195,2.47467762840268,13.9506192804439,1.26145532155615,1.61364287695881,9.401658564207,1.8755575889492,1.72803446767409,10.4586803234895,2.08300350368163,1.07479880847029,9.84550617006003,1.5802188997918,0.388575151598062,3.04877600766361,2.93654057188407,0.4101294202057,2.1338681224409,2.08249829694953,0.188993890021454,1.60996686078311,1.95376876402937,0.1260700357947,1.39329903801465,NA,NA,NA
"Mekong",1.9438837623444,0.00303027044511243,0.143074987320321,1.52204543946212,0.00609375028673481,0.354911600232471,0.645069636071093,0.000585038376242582,0.0830445326852788,0.380900518668389,0.00184210558342555,0.35637093307888,1.09586656094171,0.0139414713530079,0.993224661311473,1.05142185509322,0.00631568943787987,0.433799355821382,1.0747258224755,0.0132718488100818,1.05465422875518,0.712058068017675,0.00158836078375183,0.177600751947998,0.431276087251045,0.000117499085470518,0.0221338473027163,0.668369871663492,9.29520695264782e-06,0.00129389416653854,1.67417420566351,0.000170841448092109,0.00802155915990943,NA,NA,NA,0.124589488819631,0.0128612346636725,0.597787682823386,0.171599067586419,0.01982596480844,1.10409100701672,0.126884126595516,0.0019661727253807,0.284816987604102,0.0951154127777035,0.00594376496349172,1.03776485889912,0.216911855739163,0.0379912664512859,2.73805446900418,0.29864355140297,0.0157979998635182,1.05130823475958,0.210286126363807,0.0272236640168299,2.05787560488704,0.174135639724242,0.00322562979567818,0.351365484603427,0.0824633003041022,0.000273690269027443,0.0488558406899039,0.140960171155354,1.89446272949483e-05,0.00262143559518281,0.370396207993008,0.000739774938547574,0.0320307749314555,NA,NA,NA
"Irawaddy",0.369438373321285,4.10523222767399e-16,9.23636696046822e-14,0.678714530261139,2.91043478025805e-10,3.35743557922407e-08,0.375369947018272,1.21297662412093e-10,2.8537024144764e-08,0.142389802069472,1.47026266527052e-11,9.36140573134919e-09,0.0629223418945086,3.20656686090766e-13,4.52165022304013e-10,0.0890490888718056,1.20822206746874e-15,1.25962777379727e-12,0.105883286754667,2.4995823565111e-14,1.68375477053988e-11,0.0109304210265966,6.95004374627406e-16,3.95237844904666e-12,0.00512457928685586,2.91851051933631e-16,3.3066537564581e-12,0.000475122221311339,3.43656600333465e-18,NA,0.39146143815054,6.27539222472403e-16,1.2724199324751e-13,NA,NA,NA,0.133206745184668,1.15528065164563e-15,2.5179130593715e-13,0.117224762952907,1.32802823147178e-09,1.5226131520657e-07,0.0499161803787185,5.07877507072968e-10,1.18691431832458e-07,0.0407928525390861,5.52891084888319e-11,3.31410012914758e-08,0.0415174445630648,1.28116331958275e-12,1.56127046043048e-09,0.0281493039126376,5.65529701543943e-15,6.27926365708712e-12,0.0440091687390113,9.93935792930928e-14,6.36141004783912e-11,0.00736420548148153,3.43403592209246e-15,1.94278711320766e-11,0.00404951700694285,1.66808651846979e-15,1.8538867956852e-11,0.00103837525312397,2.08979031284163e-17,NA,0.0806161998423866,2.69546186931439e-15,5.11085611666941e-13,NA,NA,NA
"Luni_ext",0.428183123377032,0.214075213234405,47.4209105702856,1.49767803847322,0.846286487149996,55.1052283261721,1.74466246414267,0.841222622856588,47.9191777740676,1.95532257369823,0.991538882291812,50.1583017770174,1.89392250386522,1.25148469548714,65.6521024745521,1.06576069553042,0.564199381708132,52.5803352753827,0.674370165256244,0.195193985614632,26.3635627005491,1.48515894550372,0.352283588729858,23.8208693397295,1.63228217888344,0.343869162892692,20.5615999948365,0.78375823897304,0.148308936922954,20.2702590033178,0.652797017209004,0.206181072236343,31.1627818569091,NA,NA,NA,0.130409923779282,0.121901538998317,16.0598650950819,0.318729963651974,0.364553784489021,15.3067842573406,0.283388178303964,0.30713143367843,14.7637249427731,0.226634793352376,0.309282013612272,12.4189044003064,0.226801886266797,0.258013594713671,9.29068044895278,0.121145453431248,0.106184399442789,5.20913693329756,0.206828554843665,0.146694899107445,10.0129448536777,0.142289179125667,0.146882627420374,9.53625095988729,0.24302954434685,0.222256948685213,12.4862115858293,0.19944342774351,0.0921041883946925,13.0708447571624,0.145520097157731,0.125335563177848,16.11287578205,NA,NA,NA
"Indus",4.32672849865328,0.290380858853588,6.24730080512156,4.54959642907564,0.524563841037985,10.8923403183715,7.32822684477985,0.645375861027188,8.23092717899739,9.95620814846426,0.616898954852318,5.94764616811515,7.98192543205568,0.517957497470268,6.29266682043833,14.2027453450013,0.99114527603356,6.89364502681486,12.2476838731158,0.575363909416783,4.53342090955583,18.3658958049505,0.364613749121536,1.96225413696644,18.5810169093726,0.238325575774261,1.26233590492718,9.46778224414692,0.127281539549123,1.34835242005391,2.14359086591059,0.09366886360391,4.32860635894597,NA,NA,NA,0.654592871636518,0.283596449597109,5.01281472247219,0.994967580982739,0.555318957299053,9.4170985591651,1.85981725797269,0.802370484505031,8.1729098260439,1.78425364790961,0.633687684334208,5.75956070474725,0.980852261580043,0.42369102216394,4.73268513363103,0.882578230151372,0.45212425787023,2.98659536501971,1.78622683614623,0.337470360611418,2.11433021544232,1.05712013897155,0.211540645262248,1.06955731351819,1.60610998004935,0.116531211155434,0.544320719520595,0.598655689317863,0.0684004400762828,0.735407882625671,0.18958577115996,0.0381353605909589,1.62028100825466,NA,NA,NA
"Amu_Darya",0.0275834575000529,0.00410258369271739,14.4371253286691,0.0107190222511806,0.00241423444401563,17.6983724326566,0.00937979354953089,0.00068476119647438,4.95482111103389,0.0687881816656515,0.00265959423779476,2.84267692445375,0.16307524798574,0.00607893385847306,3.63429200545053,0.531639988810994,0.039966341890461,7.50339111388126,0.753768547153173,0.110971930108375,14.7683703895429,1.2758262904284,0.245304755087205,19.1490129574828,0.862764412451754,0.195085045151169,22.525665323733,0.657191310009951,0.145267900428371,22.0104801153439,0.10795789285732,0.0234923199357089,23.2339049739079,NA,NA,NA,0.0114615791128672,0.00252615459129837,4.53135890329459,0.00707147107572442,0.003237612102336,13.8142291641609,0.00954222527085553,0.00119767629341771,7.22480438612267,0.0514148667690536,0.00418740251914352,2.55431304980462,0.0632274724171011,0.00542030529713558,2.47530205633854,0.0577910853558407,0.0252812145092096,4.4311322363204,0.0680560758690597,0.0431098244630739,5.79979073041879,0.0692452796522302,0.0576352170475977,4.0117117984173,0.0650480494330338,0.0469981544784834,4.88292891368973,0.0864399713560756,0.0443136607030396,5.84302771871072,0.0403405017993264,0.00838440977390034,9.02250069952716,NA,NA,NA
"Brahmaputra",3.75282260882687,0.00199638606308606,0.0515940487375547,3.82676644365413,0.0203381170008267,0.527327014045422,4.27652556946897,0.0855717866505079,1.95349220200583,1.58507428450512,0.0278442454044871,1.75698190948481,2.82745098922479,0.00908656575220735,0.316634887859525,1.3772024925261,0.00214037873464815,0.143284550392396,2.28426838733693,0.00164739840853337,0.0668675010263888,0.920493785424817,0.00014161038905249,0.0140349909903981,0.855393903587751,6.96076533472134e-05,0.00753550495332306,1.64586545365209,0.000102008805065118,0.00533908324051696,1.22609361964234,0.000142783267758309,0.0112827308985974,NA,NA,NA,0.2373330186117,0.0016243823342841,0.0390543686570706,0.211752492914835,0.0163391120832836,0.415421846341581,0.275346680455339,0.0575578559281037,1.20459060105476,0.137958133072691,0.0164701303522453,1.0135222075434,0.260739631124918,0.00696954006374449,0.232514815413511,0.472320137674551,0.00182124974035251,0.0875631067827994,0.431691564849977,0.0015953859165361,0.0575225499235533,0.40182378526801,0.000120440116145399,0.00777818741782244,0.424747921286434,5.54522579981852e-05,0.00415394366827686,0.581692375302515,0.000104889564304228,0.00395466637200207,0.291932185575443,8.53023644442885e-05,0.00574533738437877,NA,NA,NA
"Syr_Darya",0.00845530448557762,0.00327116789305832,39.8413769671958,0.000956866253505707,7.49539546561357e-07,0.31431931072856,0.000237197250406551,5.96968324162381e-07,NA,0.00761910795465119,1.79638497408486e-06,NA,0.0498283100001935,0.000101250747862534,0.306507446724052,0.229958804992539,0.000306817230283255,0.169302246693692,0.580760203580842,0.000377843077986458,0.0671883841921857,0.799812899345197,0.000464464048118616,0.056698303857602,0.515348409663155,0.000284545596135427,0.056743588817914,0.399167863553923,6.43777427307498e-05,0.0148938733240596,0.0236198239329747,3.37770971608135e-05,0.729776124476098,NA,NA,NA,0.00171465389808026,0.000465822701589767,7.52325419050444,0.000778720494340616,1.16953110495967e-06,1.14985899427156,0.000307065096114598,1.47005440026983e-06,NA,0.0105023981057947,2.41132873273503e-06,NA,0.0448207112844699,0.000195763214336678,0.868442913928768,0.113198518097515,0.000338361253462458,0.19803733597008,0.156965401874362,0.000296970483826459,0.0552823035625914,0.113092529220885,0.000282602118740998,0.0321147288825184,0.0712299805645921,0.000236685096350681,0.0481662624931378,0.098949491592696,8.44295426564376e-05,0.0176386642049054,0.0263598253717118,6.62021202914595e-05,2.23341357647154,NA,NA,NA
"Salween",0.030494122789805,1.33254089559151e-26,4.07981183339689e-23,0.0429712004706185,4.48182654116575e-26,8.85500835662157e-23,0.0386061208566892,2.68354899212659e-26,6.60162353076698e-23,0.0230863262032065,7.1803488992098e-26,2.27036191062106e-22,0.0194729439733364,6.63927156843004e-28,3.28304773637782e-24,0.0430495638559992,4.34215634218708e-24,6.01601032618138e-21,0.00439953889846829,6.47422166529114e-25,4.17061396998531e-21,0.00142501536489402,8.6997127617687e-27,NA,0.000900612086681211,4.38577966449139e-33,NA,0.000196308666101142,2.63037177440514e-31,NA,0.0476266371973702,1.76549792625096e-26,3.90111125300079e-23,NA,NA,NA,0.00897119583324744,5.16639863560175e-26,1.54656505714467e-22,0.0160016345302167,1.66039102262258e-25,3.22032310803705e-22,0.0111596424621868,9.65370154155064e-26,2.38467721624582e-22,0.00900590636225745,3.21262299892296e-25,9.82173392340954e-22,0.00927772089658896,2.3391888898594e-27,1.32401309432943e-23,0.0164655647781636,2.131343395148e-23,2.89535252382919e-20,0.00469942753753167,3.45066442624376e-24,2.21525879563004e-20,0.00168856598016236,4.17616041099339e-26,NA,0.000954776558421278,2.66772460305757e-32,NA,0.000263121123833028,1.5915080975325e-30,NA,0.00607861230544818,8.14112486224339e-26,1.8066235834438e-22,NA,NA,NA
"Tarim",0.01631396236308,9.52472171013998e-05,0.58045898799858,0.0177887623135009,0.0016381357130243,8.90990738601039,0.0191278336994715,0.00435883975729035,21.1650167365521,0.0167446617158406,0.00180186573842763,7.6280198980477,0.964264191032391,0.0286416119993952,2.84058917928574,1.76213404641572,0.02433047954737,1.31314001331556,2.09136046855213,0.00257608991855715,0.119719309794152,1.79993255333103,0.00043512977098119,0.0233901687459636,0.857612178280579,0.000168445462347185,0.018581251759552,0.0596493623699855,5.71901304508045e-05,0.0964931108003222,0.00850307844160654,8.88881765443647e-06,0.0913303303550962,NA,NA,NA,0.00508528790023399,0.000126509357273569,0.795805533630525,0.00481625249213573,0.00124188413419643,5.13742511963433,0.0112168774787192,0.00383102941744437,8.63375851418715,0.0128174919071292,0.00291900232054002,6.47819988566566,0.0568723881191346,0.0354635121863162,3.37599834747415,0.167031155628552,0.0352742653596172,1.86037038267446,0.117674036645983,0.00415059297827212,0.190411971624718,0.134212065215785,0.000621512960341695,0.033235623106826,0.0687006312983216,0.000269705986468178,0.0280591924989023,0.0185284403993768,8.85200663440065e-05,0.148944171091507,0.00568244824129636,3.39235616550356e-05,0.351466806092673,NA,NA,NA
