"","2000","2001","2002","2003","2004","2005"
"Ganges",32.7313495693653,38.4944178705441,60.217056036934,44.9827189727847,28.5776904965262,29.1388844014305
"Mekong",14.3835809599906,9.39841023829546,14.0816690976637,14.4990248882566,16.6508390209021,13.8718776473583
"Irawaddy",2.04049131957624,1.36202772587334,2.27593792168901,2.66951190713015,2.49535489496296,2.51567793173492
"Luni_ext",0,0,0,0,0,0
"Indus",131.847126057699,160.958019990064,160.996710049643,162.413629408991,175.241108772835,150.158575774201
"Amu_Darya",90.4580794719504,103.360789051106,82.1826772468241,111.428690912449,140.076430270998,95.7457459756013
"Brahmaputra",107.080503031992,67.8455683657931,98.840490869138,106.622892245538,80.9500177562936,90.5992312463648
"Syr_Darya",56.1938867913117,68.5401506872717,65.0504716115223,60.3708314725842,72.4511870507834,57.2064615297581
"Salween",28.5716171438777,18.7735840341427,22.4195094838147,25.2759602018431,27.7620142576657,25.6823848211403
"Tarim",70.5376006928118,79.4353732656417,67.6186289167426,79.2921780489617,85.7321512363965,63.9812699707782
"Ili",54.1792890273207,72.6872515110948,58.6730660117994,61.9514993752668,60.0886124038254,56.2922308595757
"Inner_Tibetan_Plateau",69.2187998290248,79.3851663162321,94.4129504114164,104.307140508801,80.0951152849665,61.656454596781
"Yangtze",72.8919072710311,65.8027369255747,73.5801019050971,75.7577788344985,89.2996054115612,71.7117417197945
"Inner_Tibetan_Plateau_extended",25.7461650513131,37.1453953534237,23.3942592989795,27.7925495056401,30.1000557082636,27.9901470349926
"Yellow",30.5430200457526,34.010388983341,33.9903508666104,32.7265558930028,38.1977458561643,30.0665687936861
"all_basins",804.453434973315,859.07714045631,876.831275809963,928.743595710217,948.548583688467,794.762537558637
