"","2000","2001","2002","2003","2004","2005"
"Ganges",48.8050577182574,42.0696306877128,46.286536653129,26.9992419472825,24.8927335550548,44.3473485712015
"Mekong",1.00754000752735e-18,0.0117209860344474,0.0269876933136857,0.0504830315167055,1.72613124611312e-18,6.12423768834273e-18
"Irawaddy",2.63878159590486e-19,2.92800588071488e-19,1.31293560454935e-18,5.96250734951664e-19,3.05623065026158e-19,7.60022427494248e-20
"Luni_ext",7.35761894591748,4.68015575882321,5.25113178050043,3.57285704997574,4.92963062055458,4.68406156165849
"Indus",9.65582415276598,6.09046273644661,4.7138739797573,2.07225478103927,2.15654513475275,3.35041525305234
"Amu_Darya",2.11047012273842,1.32791400963467,1.847880043697,2.76676578241291,1.90083665086615,1.82518219120912
"Brahmaputra",0.113002298507269,0.0965428755500852,0.212999722797321,0.0132693596322149,0.0312697542573233,0.0442188577080742
"Syr_Darya",0.0217808678283973,0.0309554830555499,0.0393223213590979,0.0269923781997932,0.0323447241244139,0.0264800693219059
"Salween",0,0,0,0,0,0
"Tarim",0.0240713996686282,0.0651184190196261,0.0206103064733725,0.0236403661318718,0.0484836653138245,0.00858354072761359
"Ili",2.96848740771207,3.75166851472895,3.52531685888533,2.99543069972902,2.79692818196319,3.30284528582607
"Inner_Tibetan_Plateau",0,0.00345457181538222,4.12523463410067e-20,0.00046211445805966,4.12523463410067e-20,0
"Yangtze",1.89998436545493,7.18265167562129,6.8884566472244,9.05699938634156,0.323472245583155,6.11503278713399
"Inner_Tibetan_Plateau_extended",0.497491062512324,0.919901301617301,0.368855619568876,0.783804647501029,0.436290536480726,1.02340356142113
"Yellow",1.0754970156072,3.42575985199972,2.72403899085685,8.08400952046182,0.00977254839580158,6.2244028177452
"all_basins",75.5042872308921,70.3771199944489,72.9112305241557,56.9057838412143,38.016434585897,71.7305735701598
