"","2000","2001","2002","2003","2004","2005"
"Ganges",152.559807849506,147.013242841696,151.577761479608,136.14927939439,148.353590889128,142.340990050642
"Mekong",11.4479364851753,14.9820289917215,14.6311677665407,11.2858286183289,10.9144092679999,10.610106106126
"Irawaddy",2.27923302505518,2.50717544841885,2.53679197625645,2.32616361135771,2.41501282048232,2.02296138417521
"Luni_ext",13.7839079134886,13.9830998396043,14.8511477525475,13.9838553150919,14.9562818073424,13.7116671690405
"Indus",115.602716237642,114.979984528606,111.517540753561,106.940641466988,112.408701982182,118.490195707324
"Amu_Darya",4.61315654283532,4.66582289678539,4.64370832533127,4.69982371269209,4.2397207376774,4.40063303654876
"Brahmaputra",30.8887750376049,33.3883202494295,30.1196126117657,28.9551026527045,30.8225692424653,30.5573823389343
"Syr_Darya",2.66033485167534,2.49419807958541,2.8678061749377,2.52495949298916,2.22854831009543,2.53053395330651
"Salween",0.212333979326176,0.326306198236008,0.310226290072501,0.15084246714775,0.240787371889798,0.217143299063295
"Tarim",7.72172830105548,7.69200517302303,7.18903869195176,7.99665260029951,6.94886134423242,7.35757105818673
"Ili",10.942043495136,11.3868993206989,10.9103486495312,11.267016283619,10.3841357859238,10.9649206428552
"Inner_Tibetan_Plateau",0.0437745095629225,0.0456437478396197,0.043979310264433,0.046752393868644,0.0444759586926722,0.0445478341325014
"Yangtze",143.163217446183,130.331529926169,141.058912593367,131.034580583606,138.542727121938,145.947912926923
"Inner_Tibetan_Plateau_extended",2.52604516236521,3.21812958185538,2.65083167730676,3.0132955846242,2.79566168309475,3.09392339946842
"Yellow",20.7726480491518,23.3927919578538,22.1734934079084,23.6048610846068,19.2731983023378,24.5146261854233
"all_basins",521.295640107329,512.280211580021,519.414522703275,485.800808950837,506.568419452749,519.099270743524
