"","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Ganges",24.6028372456479,25.2429296312438,23.90047467407,24.910318099754,28.321874701804,24.7129269272781,24.1764081080476,25.1416333406925,30.0199448190485,26.3217506015029,33.8810964193089,29.0025624564074,25.0450065035722,29.6376481985109,35.0092126000895,32.7146490555456,28.9272346143766,28.102097164468,35.9275369647734,33.5322928253114,33.56221392345,30.6997691731114,28.8096594462765,29.7927216938546,26.6388941584951,27.1589997814893,27.4238180799914,31.5178903663978,30.7075738730585,25.9967941471965,32.0641326223779,28.6723795967791,30.6603562416013,31.952837946303,29.2547498618115,28.3453920818049,33.1420729379895
"Mekong",0.509266823609029,0.677974095795373,0.48864497421034,0.462579235135741,0.450410551919255,0.431501213386619,0.483185000443366,0.613388517891556,0.61523566028709,0.61764553281637,0.463019563213904,0.588371916051647,0.38846150993881,0.508509787560162,0.623854713821207,0.636044611909099,0.550098136008668,0.467271334782195,0.791288495321045,0.733842733218057,0.743977038282669,0.647350743073766,0.632642167383241,0.68265712890833,0.577488577941471,0.705476737626679,0.743486912744185,0.61362030344209,0.483457126385436,0.78447906531012,0.752758787293696,0.589356030329843,0.695234464079378,0.631309582067843,0.587079315281898,0.571904920053651,0.643002120148837
"Irawaddy",0.300772567346003,0.270580510047229,0.28525620151746,0.242649400464122,0.273130017816583,0.269253449694548,0.268177608161182,0.313768523458169,0.375047932054881,0.30845090368791,0.310886030650271,0.302009781496085,0.263892516889384,0.281288873883492,0.349486268212091,0.416048851656748,0.375890773167392,0.350739918349548,0.494621708518902,0.470224167789007,0.504415467690251,0.433711032522643,0.385437121004285,0.401945175398706,0.343765448622967,0.315938448195701,0.347065437049966,0.351188219446215,0.316425914275483,0.348316032617754,0.306078705763914,0.28293694367901,0.347385082922271,0.26653130976739,0.332500556249007,0.313715019089361,0.307575141019815
"Luni_ext",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indus",34.7667263869758,31.9015316139697,29.0491680327575,37.7668646011969,48.1074932738302,36.8873841874,35.7740305773449,24.5850200840838,39.9157085217611,23.135411363666,46.4247010936033,35.1784917648993,33.9729128084605,31.0599112598486,52.547239477497,38.9529877867101,37.032174578431,36.6727985654767,41.7276629985444,40.3695939749948,41.330680841811,44.984919014189,34.4241986952898,31.3350498155603,22.5954074026911,25.3025662003821,37.9815245070837,37.3878822867839,43.1348292375178,25.8397403792734,35.8626936364116,35.6224860962763,32.4425386867078,42.2417761941752,32.5865278368499,36.9990051606388,42.86423707526
"Amu_Darya",14.333796721693,11.1079763151356,10.5680369092705,16.6445813969511,20.8318447122789,15.1845409247155,13.516909734607,10.5184442515758,15.1614484530155,9.34882771265381,19.8942799754336,13.2016578719286,12.3537043568694,11.0098807060592,19.7546336365259,15.6932478758776,13.5622544485839,17.2449213459166,16.4955125097073,16.0880114483024,15.911315548494,16.0833890246516,13.5144433366338,12.6458173633823,10.2529808837053,12.6576804317529,14.9591803540331,14.4615490707273,17.1332072826949,9.21662567462212,12.2444234512489,14.3676697441641,10.784943118333,16.5501963216275,13.9551815429609,16.0036603769972,17.7688961309929
"Brahmaputra",52.3283229768538,51.1023109261169,49.0270775356873,47.7632594553121,49.3555933134405,47.649076776142,48.6199151000287,55.9511147867642,58.8685576091753,53.6675805527353,54.1637747619005,54.3122305111442,45.5803364486723,47.1827329441852,51.7560178230417,55.7939653943234,49.6780102552466,44.536545908438,69.7881301397019,58.7144017634851,64.4536659467603,57.010873084279,53.6440723267573,58.224855655616,50.8018106269406,50.1798368013476,48.4559127096824,52.1709828840486,51.8433520534322,52.4993643854564,54.8846905434596,47.7034437767307,53.9332464965872,45.1452636818471,51.2259489244711,51.5637757443948,53.0338960670365
"Syr_Darya",3.32069791383487,3.27984552567492,2.9671979084881,3.88079258589219,4.81424187750259,3.60605079287651,3.50262475763007,3.40000015103106,3.95846317463119,2.58177420004062,4.74991041555675,3.39181252998619,2.95181554058068,3.06737040621398,4.87235621729875,4.09362671875436,3.61119783505654,4.7557380814499,4.84282882410793,4.59387236260467,4.97999300106046,4.68892186345054,3.90078948864682,3.70881618241798,3.74631856265014,4.20217634885126,4.09206096659446,4.18552229096659,5.10965921538326,2.59988482735162,3.88812511528181,3.80903236859929,3.61611458440702,4.27125568598117,3.82797565897265,4.4357262526456,4.74923346878954
"Salween",5.81585366320947,5.82903202326001,5.14246297597968,5.09701354763812,5.01714674949072,4.81212725093438,5.18723568606175,6.35392405613979,6.3436857408158,6.08284387238886,5.12212868961805,6.03062984863378,5.06386693284821,5.25089630112051,5.81213090729372,6.31417824618843,5.21138952986362,4.37209632823635,7.58041234857444,6.76366066235829,7.25844003217057,6.23928633714301,5.8717546697206,6.34089537918989,4.81083078025676,6.2237712657022,5.75580807507622,5.40031087584728,5.43051093158875,6.19021850389565,6.16902672928576,5.32817611496452,6.37925757908571,4.84157671606641,5.82979279495739,5.25533451470513,5.50645575853727
"Tarim",9.5447039843238,8.88739489236889,8.07438053448464,11.9638827040021,15.0470771502892,10.6208248148716,12.3098338955775,9.36099568005965,10.709192089192,5.60140827532869,12.4500817413413,8.73585626677644,8.42511195790064,7.50982312647577,18.695779322182,9.87937160000588,10.100794586838,12.5081225119861,12.9873248830001,12.5324316867767,13.6096659893849,13.7904163976153,11.0978477115849,8.76870224023497,7.84304855498817,8.60142061135883,13.4334136839074,11.218218136764,13.9296273113116,6.21835893825057,13.6024053602125,10.2746938133709,9.99355672672493,13.8403788576579,10.3267525357311,15.1049843571022,14.9790477229802
