"","2000","2001","2002","2003","2004","2005"
"Ganges",29.6892559859311,30.966476725325,29.5624337586965,29.5198787981542,29.0566835711968,27.2714026250986
"Mekong",0.651522604571772,0.567411609914557,0.576928530822534,0.623860170594356,0.874220168973965,0.629046459481406
"Irawaddy",0.356077247665545,0.381383888428713,0.344355795794218,0.406845070460271,0.398719436692001,0.334307246226517
"Luni_ext",0,0,0,0,0,0
"Indus",34.9731362360294,39.3409318090299,35.3192155385279,43.7254849465182,28.680129431395,31.1107746291947
"Amu_Darya",14.5426806084223,13.5756431896557,14.9166358190688,17.1652086796487,9.40531185450655,9.92736415448809
"Brahmaputra",48.9300234114543,51.9058716065372,54.373305706871,53.1769623565988,55.4501283711733,49.6065385652862
"Syr_Darya",4.27683350229822,5.04756795520914,4.70041823383603,4.41350354639249,3.43940867711709,3.33472978862425
"Salween",5.99118130349015,5.30916002696577,5.55952151648082,6.16352954655396,6.85281738632948,5.56034530093702
"Tarim",14.9514022404138,18.2800378972752,13.8975707914354,16.7858521377237,10.3559967928253,11.40434709062
"Ili",6.5024271280438,8.64186693636448,7.40194800530134,6.79342948259948,4.97870834553253,5.13743379004312
"Inner_Tibetan_Plateau",6.13920713348947,5.20695822544377,4.4814136846824,4.23243311187122,6.7737161238761,5.02704415610891
"Yangtze",5.5283540313795,4.59368841776408,4.63393197303488,4.34189364273475,6.68347790618516,5.50235883853705
"Inner_Tibetan_Plateau_extended",3.38212523630965,3.14205693924385,2.57223006757724,2.25672850525169,2.68138368932465,2.16665020448258
"Yellow",0.136168758058969,0.104162585378154,0.0993264939919914,0.0983141701777497,0.133851972156107,0.11036531488155
"all_basins",177.322109988107,188.811517243839,179.738934119904,191.18852293899,166.906068839682,157.921270964395
